film,year,script type,Rotten Tomatoes prcnt,Metacritic prcnt,Average critics prcnt,Rotten Tomatoes Audience prcnt,Metacritic Audience prcnt,Rotten Tomatoes vs Metacritic prcnt deviance,Average audience prcnt,Audience vs Critics deviance prcnt,Genre,Opening Weekend,Opening weekend (million),Domestic Gross,Domestic gross (million),Foreign Gross (million),Foreign Gross,Worldwide Gross,Worldwide Gross (million),prcnt of Gross earned abroad,Budget (million),prcnt Budget recovered,prcnt Budget recovered opening weekend,Oscar Winners,Oscar Detail,link,None
Not Easily Broken ,2009,adaptation,34,43,38.5,66,58,8,62,-23.5,romance,5300000,5.30,10600000,10.60,0.14,140000,"10,700,000",10.7,1.31%,5,214.00%,106.00%,,,http://www.amazon.com/gp/product/B002AS6IAG/?tag=titb-20,1
Sunshine Cleaning ,2009,original screenplay,72,61,66.5,59,64,-5,61.5,5,comedy,900000,0.90,12060000,12.06,4.51,4510000,"16,570,000",16.57,27.22%,5,331.40%,18.00%,,,http://www.amazon.com/gp/product/B005K1P8EM/?tag=titb-20,1
Next Day Air ,2009,original screenplay,21,46,33.5,27,62,-35,44.5,-11,"action, comedy, crime",4100000,4.10,10000000,10.00,0.15,150000,"10,000,000",10,1.50%,3,333.33%,136.67%,,,http://www.amazon.com/gp/product/B002LFIGYY/?tag=titb-20,1
Paranormal Activity ,2009,original screenplay,82,68,75,56,57,-1,56.5,18.5,"horror, mystery",19600000,19.60,107920000,107.92,85.44,85440000,"193,360,000",193.36,44.19%,0.015,1289066.67%,130666.67%,,,http://www.amazon.com/gp/product/B003204MQS/?tag=titb-20,1
WALL-E,2008,original screenplay,96,94,95,89,89,0,89,6,"animation, adventure, family",63090000,63.09,223810000,223.81,297.5,297500000,"521,310,000",521.31,57.07%,180,289.62%,35.05%,Oscar winner,Best Animated Feature,http://www.amazon.com/gp/product/B005ZMUWWY/?tag=titb-20,1
Milk,2008,based on a true story,94,84,89,88,77,11,82.5,6.5,"biography, history",1500000,1.50,31840000,31.84,22.75,22750000,"54,590,000",54.59,41.67%,20,272.95%,7.50%,Oscar winner,"Best Actor, Best Original Screenplay",http://www.amazon.com/gp/product/B00ERVIDNO/?tag=titb-20,1
Slumdog Millionaire,2008,adaptation,94,86,90,90,78,12,84,6,"drama, romance, thriller",4300000,4.30,141320000,141.32,236.59,236590000,"377,910,000",377.91,62.60%,15,2519.40%,28.67%,Oscar winner,"Best Picture, Best Director, Best Adapted Screenplay",http://www.amazon.com/gp/product/B00280GDFQ/?tag=titb-20,1
Quantum of Solace,2008,sequel,64,58,61,62,64,-2,63,-2,"action, adventure, crime",67500000,67.50,168370000,168.37,417.72,417720000,"586,090,000",586.09,71.27%,230,254.82%,29.35%,,,http://www.amazon.com/gp/product/B001VIMCW4/?tag=titb-20,1
Kung Fu Panda,2008,original screenplay,88,73,80.5,83,81,2,82,-1.5,"animation, action, adventure",60240000,60.24,215430000,215.43,416.31,416310000,"631,740,000",631.74,65.90%,200,315.87%,30.12%,,,http://www.amazon.com/gp/product/B00AALUFFY/?tag=titb-20,1
The Chronicles of Narnia: Prince Caspian,2008,"sequel, adaptation",66,62,64,78,65,13,71.5,-7.5,"action, adventure, fantasy",55030000,55.03,141620000,141.62,278.04,278040000,"419,660,000",419.66,66.25%,200,209.83%,27.52%,,,http://www.amazon.com/gp/product/B00AOB5G3Q/?tag=titb-20,1
Iron Man,2008,adaptation,94,79,86.5,91,83,8,87,-0.5,"action, adventure, sci-fi",98620000,98.62,318760000,318.76,266.76,266760000,"585,520,000",585.52,45.56%,186,314.80%,53.02%,,,http://www.amazon.com/gp/product/B00AA2W4L6/?tag=titb-20,1
The Dark Knight,2008,adaptation,94,82,88,96,90,6,93,-5,"action, crime, thriller",158400000,158.40,534860000,534.86,469.7,469700000,"1,004,560,000",1004.56,46.76%,185,543.01%,85.62%,,,http://www.amazon.com/gp/product/B001I189MQ/?tag=titb-20,1
Indiana Jones and the Kingdom of the Crystal Skull,2008,"sequel, adaptation",77,65,71,59,52,7,55.5,15.5,"action, adventure,  ",100100000,100.10,317100000,317.10,469.53,469530000,"786,630,000",786.63,59.69%,185,425.21%,54.11%,,,http://www.amazon.com/gp/product/B00GIXT45U/?tag=titb-20,1
The Curious Case of Benjamin Button,2008,adaptation,73,70,71.5,81,71,10,76,-4.5,"fantasy, romance",26850000,26.85,127510000,127.51,206.42,206420000,"333,930,000",333.93,61.82%,160,208.71%,16.78%,,,http://www.amazon.com/gp/product/B002C4YYEU/?tag=titb-20,1
Bolt,2008,original screenplay,89,67,78,76,75,1,75.5,2.5,"animation, adventure, comedy",26200000,26.20,114050000,114.05,195.93,195930000,"309,980,000",309.98,63.21%,150,206.65%,17.47%,,,http://www.amazon.com/gp/product/B005ZMTAAY/?tag=titb-20,1
Hancock,2008,original screenplay,40,49,44.5,67,65,2,66,-21.5,"action, fantasy",62600000,62.60,227950000,227.95,396.44,396440000,"624,390,000",624.39,63.49%,150,416.26%,41.73%,,,http://www.amazon.com/gp/product/B001KAV8F0/?tag=titb-20,1
Madagascar: Escape 2 Africa,2008,sequel,64,61,62.5,73,70,3,71.5,-9,"animation, action, adventure",63110000,63.11,180010000,180.01,423.89,423890000,"603,900,000",603.9,70.19%,150,402.60%,42.07%,,,http://www.amazon.com/gp/product/B005ML94JU/?tag=titb-20,1
The Mummy: Tomb of the Dragon Emperor,2008,sequel,14,31,22.5,40,46,-6,43,-20.5,"action, adventure, fantasy",40500000,40.50,102490000,102.49,298.64,298640000,"401,130,000",401.13,74.45%,145,276.64%,27.93%,,,http://www.amazon.com/gp/product/B0027ZIQHK/?tag=titb-20,1
College Road Trip,2008,original screenplay,13,36,24.5,56,67,-11,61.5,-37,"adventure, comedy",13600000,13.60,45610000,45.61,5.94,5940000,"51,550,000",51.55,11.52%,140,36.82%,9.71%,,,http://www.amazon.com/gp/product/B003QSD5HS/?tag=titb-20,1
The Incredible Hulk,2008,adaptation,67,61,64,75,75,0,75,-11,"action, sci-fi, thriller",55140000,55.14,134810000,134.81,128.62,128620000,"263,430,000",263.43,48.83%,137.5,191.59%,40.10%,,,http://www.amazon.com/gp/product/B001IAME78/?tag=titb-20,1
Speed Racer,2008,adaptation,38,37,37.5,61,76,-15,68.5,-31,"action, family, sport",18600000,18.60,43950000,43.95,50,50000000,"93,950,000",93.95,53.22%,120,78.29%,15.50%,,,http://www.amazon.com/gp/product/B0091X74II/?tag=titb-20,1
"10,000 B.C.",2008,original screenplay,9,34,21.5,44,47,-3,45.5,-24,"action, adventure, fantasy",35900000,35.90,94780000,94.78,175,175000000,"269,780,000",269.78,64.87%,105,256.93%,34.19%,,,http://www.amazon.com/gp/product/B00364NVOE/?tag=titb-20,1
The Day the Earth Stood Still ,2008,remake / reboot,19,40,29.5,34,46,-12,40,-10.5,"sci-fi, thriller",30500000,30.50,79370000,79.37,153.73,153730000,"233,100,000",233.1,65.95%,100,233.10%,30.50%,,,http://www.amazon.com/gp/product/B00IK67OQO/,1
The Spiderwick Chronicles,2008,adaptation,79,62,70.5,67,66,1,66.5,4,"adventure, family, fantasy",19000000,19.00,71200000,71.20,91.64,91640000,"162,840,000",162.84,56.28%,92.5,176.04%,20.54%,,,http://www.amazon.com/gp/product/B001AF7QVU/?tag=titb-20,1
Tropic Thunder,2008,original screenplay,83,71,77,69,73,-4,71,6,"action, comedy  ",25810000,25.81,110520000,110.52,77.56,77560000,"188,080,000",188.08,41.24%,90,208.98%,28.68%,,,http://www.amazon.com/gp/product/B001O6W9QC/?tag=titb-20,1
Dr. Seuss' Horton Hears a Who!,2008,adaptation,79,71,75,75,77,-2,76,-1,"animation, adventure, comedy",45000000,45.00,154530000,154.53,142.61,142610000,"297,140,000",297.14,47.99%,85,349.58%,52.94%,,,http://www.amazon.com/gp/product/B001N4Q4MA/?tag=titb-20,1
Jumper,2008,adaptation,16,35,25.5,50,52,-2,51,-25.5,"action, adventure, sci-fi",27400000,27.40,80170000,80.17,142.06,142060000,"222,230,000",222.23,63.92%,82.5,269.37%,33.21%,,,http://www.amazon.com/gp/product/B009EEELX0/?tag=titb-20,1
Hellboy II: The Golden Army,2008,sequel,87,78,82.5,70,73,-3,71.5,11,"action, adventure, fantasy",34500000,34.50,75990000,75.99,84.4,84400000,"160,390,000",160.39,52.62%,82.5,194.41%,41.82%,,,http://www.amazon.com/gp/product/B001OFJPIS/?tag=titb-20,1
Get Smart,2008,adaptation,51,54,52.5,73,73,0,73,-20.5,"action, comedy, thriller",38700000,38.70,130320000,130.32,100.37,100370000,"230,690,000",230.69,43.51%,80,288.36%,48.38%,,,http://www.amazon.com/gp/product/B001XUW0TU/?tag=titb-20,1
Bedtime Stories,2008,original screenplay,25,33,29,63,59,4,61,-32,"comedy, family, fantasy",27500000,27.50,110100000,110.10,102.77,102770000,"212,870,000",212.87,48.28%,80,266.09%,34.38%,,,http://www.amazon.com/gp/product/B0060D3742/?tag=titb-20,1
Eagle Eye,2008,original screenplay,27,43,35,72,69,3,70.5,-35.5,"action, mystery, thriller",29200000,29.20,101440000,101.44,76.63,76630000,"178,070,000",178.07,43.03%,80,222.59%,36.50%,,,http://www.amazon.com/gp/product/B001PRC5P0/?tag=titb-20,1
Four Christmases,2008,original screenplay,26,41,33.5,52,46,6,49,-15.5,"comedy, romance",31070000,31.07,120150000,120.15,43.59,43590000,"163,740,000",163.74,26.62%,80,204.68%,38.84%,,,http://www.amazon.com/gp/product/B0091X5IWM/?tag=titb-20,1
You Don't Mess with the Zohan,2008,original screenplay,36,54,45,50,53,-3,51.5,-6.5,"action, comedy",38530000,38.53,100020000,100.02,99.92,99920000,"199,940,000",199.94,49.97%,80,249.93%,48.16%,,,http://www.amazon.com/gp/product/B00DFEDRW6/?tag=titb-20,1
Australia,2008,original screenplay,55,53,54,69,70,-1,69.5,-15.5,"adventure, history",14800000,14.80,49550000,49.55,161.79,161790000,"211,340,000",211.34,76.55%,78,270.95%,18.97%,,,http://www.amazon.com/gp/product/B001UG56ES/?tag=titb-20,1
Wanted,2008,adaptation,73,64,68.5,72,66,6,69,-0.5,"action, crime, thriller",50930000,50.93,134510000,134.51,206.92,206920000,"341,430,000",341.43,60.60%,75,455.24%,67.91%,,,http://www.amazon.com/gp/product/B001PP9ALY/?tag=titb-20,1
Valkyrie,2008,based on a true story,58,56,57,66,60,6,63,-6,"history, thriller, war",21030000,21.03,83080000,83.08,117.2,117200000,"200,280,000",200.28,58.52%,75,267.04%,28.04%,,,http://www.amazon.com/gp/product/B002DTDE3G/?tag=titb-20,1
Fool's Gold,2008,original screenplay,11,29,20,53,44,9,48.5,-28.5,"adventure, comedy, romance",21600000,21.60,70230000,70.23,41,41000000,"111,230,000",111.23,36.86%,72.5,153.42%,29.79%,,,http://www.amazon.com/gp/product/B0019LT6AO/?tag=titb-20,1
Yes Man,2008,adaptation,43,46,44.5,72,67,5,69.5,-25,"comedy, romance",18260000,18.26,97690000,97.69,125.55,125550000,"223,240,000",223.24,56.24%,70,318.91%,26.09%,,,http://www.amazon.com/gp/product/B00266W04K/?tag=titb-20,1
Baby Mama,2008,original screenplay,63,55,59,59,63,-4,61,-2,"comedy, romance",17410000,17.41,60490000,60.49,3.67,3670000,"64,160,000",64.16,5.72%,70,91.66%,24.87%,,,http://www.amazon.com/gp/product/B001HQKB1Y/?tag=titb-20,1
Body of Lies,2008,adaptation,53,57,55,65,72,-7,68.5,-13.5,"action, thriller  ",12900000,12.90,39390000,39.39,75.7,75700000,"115,090,000",115.09,65.77%,67.5,170.50%,19.11%,,,http://www.amazon.com/gp/product/B001RUXW48/?tag=titb-20,1
Mamma Mia!,2008,adaptation,53,51,52,76,72,4,74,-22,"comedy, musical, romance",27750000,27.75,144130000,144.13,465.71,465710000,"609,840,000",609.84,76.37%,66,924.00%,42.05%,,,http://www.amazon.com/gp/product/B001N4RORE/?tag=titb-20,1
Step Brothers,2008,original screenplay,54,51,52.5,68,71,-3,69.5,-17,comedy,30940000,30.94,100470000,100.47,27.64,27640000,"128,110,000",128.11,21.58%,65,197.09%,47.60%,,,http://www.amazon.com/gp/product/B001PS1I84/?tag=titb-20,1
Superhero Movie,2008,original screenplay,15,33,24,36,53,-17,44.5,-20.5,"action, comedy, sci-fi",9510000,9.51,25880000,25.88,45.36,45360000,"71,240,000",71.24,63.67%,65,109.60%,14.63%,,,http://www.amazon.com/gp/product/B00463IPOU/?tag=titb-20,1
The Love Guru,2008,original screenplay,14,24,19,38,39,-1,38.5,-19.5,"comedy, romance, sport",13910000,13.91,32240000,32.24,8.63,8630000,"40,870,000",40.87,21.12%,62,65.92%,22.44%,,,http://www.amazon.com/gp/product/B001IDP08U/?tag=titb-20,1
Miss Pettigrew Lives for a Day,2008,adaptation,78,63,70.5,70,73,-3,71.5,-1,"comedy, romance",2490000,2.49,12310000,12.31,4.41,4410000,"16,720,000",16.72,26.38%,60,27.87%,4.15%,,,http://www.amazon.com/gp/product/B001G7HKZ4/?tag=titb-20,1
Meet Dave,2008,original screenplay,19,43,31,42,55,-13,48.5,-17.5,"adventure, comedy, family",5250000,5.25,11800000,11.80,38.85,38850000,"50,650,000",50.65,76.70%,60,84.42%,8.75%,,,http://www.amazon.com/gp/product/B001NEN5IG/?tag=titb-20,1
Righteous Kill,2008,original screenplay,19,36,27.5,44,48,-4,46,-18.5,"action, crime",16300000,16.30,40080000,40.08,38.38,38380000,"78,460,000",78.46,48.92%,60,130.77%,27.17%,,,http://www.amazon.com/gp/product/B001RI3DZI/?tag=titb-20,1
Leatherheads,2008,original screenplay,52,56,54,41,57,-16,49,5,"comedy, romance, sport",12700000,12.70,31370000,31.37,9.93,9930000,"41,300,000",41.3,24.04%,58,71.21%,21.90%,,,http://www.amazon.com/gp/product/B001IZL4A6/?tag=titb-20,1
Sex and the City,2008,adaptation,49,53,51,81,63,18,72,-21,"comedy, romance",57040000,57.04,152650000,152.65,262.61,262610000,"415,260,000",415.26,63.24%,57.5,722.19%,99.20%,,,http://www.amazon.com/gp/product/B001HMSFFC/?tag=titb-20,1
Marley and Me,2008,adaptation,63,53,58,77,66,11,71.5,-13.5,"comedy, family",36360000,36.36,143150000,143.15,99.56,99560000,"242,710,000",242.71,41.02%,55,441.29%,66.11%,,,http://www.amazon.com/gp/product/B00280Q88S/?tag=titb-20,1
The Forbidden Kingdom,2008,adaptation,64,57,60.5,65,75,-10,70,-9.5,"action, adventure, fantasy",21400000,21.40,52080000,52.08,75.9,75900000,"127,980,000",127.98,59.31%,55,232.69%,38.91%,,,http://www.amazon.com/gp/product/B001FVAZUI/?tag=titb-20,1
The Tale of Despereaux,2008,adaptation,54,53,53.5,46,54,-8,50,3.5,"adventure, animation, comedy",10100000,10.10,50880000,50.88,36.07,36070000,"86,950,000",86.95,41.48%,55,158.09%,18.36%,,,http://www.amazon.com/gp/product/B002B9GR3W/?tag=titb-20,1
Changeling,2008,based on a true story,62,63,62.5,84,78,6,81,-18.5,"history, mystery",9400000,9.40,35740000,35.74,77.28,77280000,"113,020,000",113.02,68.38%,55,205.49%,17.09%,,,http://www.amazon.com/gp/product/B001TCNSOI/?tag=titb-20,1
Seven Pounds,2008,original screenplay,27,36,31.5,77,55,22,66,-34.5,drama,14900000,14.90,69950000,69.95,98.22,98220000,"168,170,000",168.17,58.41%,55,305.76%,27.09%,,,http://www.amazon.com/gp/product/B002ADEEZM/?tag=titb-20,1
The Happening,2008,original screenplay,19,34,26.5,29,53,-24,41,-14.5,"sci-fi, thriller",30520000,30.52,64510000,64.51,98.9,98900000,"163,410,000",163.41,60.52%,48,340.44%,63.58%,,,http://www.amazon.com/gp/product/B009MY8AZ2/?tag=titb-20,1
Rambo,2008,sequel,36,46,41,70,86,-16,78,-37,"action, thriller, war",18200000,18.20,42750000,42.75,70.49,70490000,"113,240,000",113.24,62.25%,47.5,238.40%,38.32%,,,http://www.amazon.com/gp/product/B001AMVKOC/?tag=titb-20,1
Babylon A.D.,2008,adaptation,7,26,16.5,32,46,-14,39,-22.5,"action, adventure, sci-fi",9500000,9.50,22530000,22.53,49.58,49580000,"72,110,000",72.11,68.76%,45,160.24%,21.11%,,,http://www.amazon.com/gp/product/B009NR5XV2/?tag=titb-20,1
Miracle at St. Anna,2008,adaptation,34,37,35.5,68,55,13,61.5,-26,"action, crime, thriller",3500000,3.50,7920000,7.92,1.4,1400000,"9,320,000",9.32,15.02%,45,20.71%,7.78%,,,http://www.amazon.com/gp/product/B004L1NEJS/?tag=titb-20,1
Journey to the Center of the Earth,2008,original screenplay,61,57,59,55,49,6,52,7,"action, adventure, family",21000000,21.00,101700000,101.70,140.29,140290000,"241,990,000",241.99,57.97%,45,537.76%,46.67%,,,http://www.amazon.com/gp/product/B001JIDE3M/?tag=titb-20,1
Bangkok Dangerous,2008,remake / reboot,9,24,16.5,33,53,-20,43,-26.5,"action, crime, thriller",7800000,7.80,15300000,15.30,27.19,27190000,"42,490,000",42.49,63.99%,45,94.42%,17.33%,,,http://www.amazon.com/gp/product/B001OFA37K/?tag=titb-20,1
Death Race,2008,remake / reboot,42,43,42.5,69,68,1,68.5,-26,"action, sci-fi, thriller",12620000,12.62,36320000,36.32,39.36,39360000,"75,680,000",75.68,52.01%,45,168.18%,28.04%,,,http://www.amazon.com/gp/product/B001Q4Z5UY/?tag=titb-20,1
The Other Boleyn Girl,2008,adaptation,41,50,45.5,65,62,3,63.5,-18,"biography, history",8200000,8.20,26810000,26.81,50.9,50900000,"77,710,000",77.71,65.50%,40,194.28%,20.50%,,,http://www.amazon.com/gp/product/B001D7TW8U/?tag=titb-20,1
Drillbit Taylor,2008,original screenplay,26,41,33.5,49,61,-12,55,-21.5,comedy,10300000,10.30,32860000,32.86,16.83,16830000,"49,690,000",49.69,33.87%,40,124.23%,25.75%,,,http://www.amazon.com/gp/product/B001DGGWXO/?tag=titb-20,1
Made of Honor,2008,original screenplay,13,37,25,61,46,15,53.5,-28.5,"comedy, romance",14760000,14.76,46010000,46.01,59.95,59950000,"105,960,000",105.96,56.58%,40,264.90%,36.90%,,,http://www.amazon.com/gp/product/B001JQR9FI/?tag=titb-20,1
Soul Men,2008,original screenplay,45,49,47,42,57,-15,49.5,-2.5,"comedy, music",5400000,5.40,12080000,12.08,0.25,250000,"12,330,000",12.33,2.03%,40,30.83%,13.50%,,,http://www.amazon.com/gp/product/B002Y3K13W/?tag=titb-20,1
Vantage Point,2008,original screenplay,35,66,50.5,61,83,-22,72,-21.5,"action, crime, thriller",22870000,22.87,72270000,72.27,78.9,78900000,"151,170,000",151.17,52.19%,40,377.93%,57.18%,,,http://www.amazon.com/gp/product/B001DIZPXA/?tag=titb-20,1
City of Ember,2008,adaptation,52,58,55,48,64,-16,56,-1,"adventure, family, fantasy",3130000,3.13,7870000,7.87,10.06,10060000,"17,930,000",17.93,56.11%,38,47.18%,8.24%,,,http://www.amazon.com/gp/product/B009EER7FE/?tag=titb-20,1
The Express,2008,adaptation,62,58,60,73,81,-8,77,-17,"biography, sport",4560000,4.56,9790000,9.79,0.01,10000,"9,800,000",9.8,0.10%,37.5,26.13%,12.16%,,,http://www.amazon.com/gp/product/B001QAJ0XG/?tag=titb-20,1
Nim's Island,2008,adaptation,51,55,53,50,67,-17,58.5,-5.5,"adventure, comedy, family",13200000,13.20,48010000,48.01,52.07,52070000,"100,080,000",100.08,52.03%,37,270.49%,35.68%,,,http://www.amazon.com/gp/product/B001F8IL84/?tag=titb-20,1
Twilight,2008,adaptation,49,56,52.5,82,49,33,65.5,-13,"fantasy, romance",69640000,69.64,192770000,192.77,199.85,199850000,"392,620,000",392.62,50.90%,37,1061.14%,188.22%,,,http://www.amazon.com/gp/product/B001T5D6LK/?tag=titb-20,1
Burn After Reading,2008,original screenplay,78,63,70.5,64,65,-1,64.5,6,"comedy, crime",19130000,19.13,60360000,60.36,103.36,103360000,"163,720,000",163.72,63.13%,37,442.49%,51.70%,,,http://www.amazon.com/gp/product/B001Q2J8BS/?tag=titb-20,1
Space Chimps,2008,original screenplay,36,36,36,37,46,-9,41.5,-5.5,"animation, adventure, comedy",7180000,7.18,30110000,30.11,34.73,34730000,"64,840,000",64.84,53.56%,37,175.24%,19.41%,,,http://www.amazon.com/gp/product/B001NEP8EA/?tag=titb-20,1
21,2008,adaptation,35,48,41.5,73,62,11,67.5,-26,"crime, thriller",24100000,24.10,81160000,81.16,76.77,76770000,"157,930,000",157.93,48.61%,35,451.23%,68.86%,,,http://www.amazon.com/gp/product/B001EMXS1Q/?tag=titb-20,1
Max Payne,2008,adaptation,16,31,23.5,36,55,-19,45.5,-22,"action, crime  ",17600000,17.60,40690000,40.69,44.73,44730000,"85,420,000",85.42,52.36%,35,244.06%,50.29%,,,http://www.amazon.com/gp/product/B003Y19DVY/?tag=titb-20,1
Untraceable,2008,original screenplay,14,32,23,56,55,1,55.5,-32.5,"crime, thriller",11400000,11.40,28690000,28.69,23.97,23970000,"52,660,000",52.66,45.52%,35,150.46%,32.57%,,,http://www.amazon.com/gp/product/B001BRS5WG/?tag=titb-20,1
"Welcome Home, Roscoe Jenkins",2008,original screenplay,24,46,35,64,63,1,63.5,-28.5,"comedy, romance",16210000,16.21,42440000,42.44,1.21,1210000,"43,650,000",43.65,2.77%,35,124.71%,46.31%,,,http://www.amazon.com/gp/product/B001CQKK8I/?tag=titb-20,1
What Happens in Vegas,2008,original screenplay,28,36,32,72,58,14,65,-33,"comedy, romance",20170000,20.17,80280000,80.28,139.1,139100000,"219,380,000",219.38,63.41%,35,626.80%,57.63%,,,http://www.amazon.com/gp/product/B001GLYMII/?tag=titb-20,1
Mirrors,2008,remake / reboot,14,35,24.5,49,57,-8,53,-28.5,"horror, mystery, thriller",11200000,11.20,30690000,30.69,46.8,46800000,"77,490,000",77.49,60.39%,35,221.40%,32.00%,,,http://www.amazon.com/gp/product/B001OIF2JQ/?tag=titb-20,1
Punisher: War Zone,2008,"remake / reboot, adaptation",27,30,28.5,47,70,-23,58.5,-30,"action, crime",4300000,4.30,8050000,8.05,2.05,2050000,"10,100,000",10.1,20.30%,35,28.86%,12.29%,,,http://www.amazon.com/gp/product/B008Y717U8/?tag=titb-20,1
The X-Files: I Want to Believe,2008,sequel,32,47,39.5,34,63,-29,48.5,-9,"mystery, sci-fi",10100000,10.10,20980000,20.98,47.39,47390000,"68,370,000",68.37,69.31%,35,195.34%,28.86%,,,http://www.amazon.com/gp/product/B001OPFIG6/?tag=titb-20,1
Doomsday,2008,original screenplay,48,51,49.5,47,50,-3,48.5,1,"action, sci-fi ",4900000,4.90,11010000,11.01,11.2,11200000,"22,210,000",22.21,50.43%,33,67.30%,14.85%,,,http://www.amazon.com/gp/product/B000W453HO/?tag=titb-20,1
Gran Torino,2008,original screenplay,80,72,76,90,85,5,87.5,-11.5,drama,29480000,29.48,148100000,148.10,121.86,121860000,"269,960,000",269.96,45.14%,33,818.06%,89.33%,,,http://www.amazon.com/gp/product/B002BCNK1Q/?tag=titb-20,1
Nights in Rodanthe,2008,adaptation,31,39,35,56,46,10,51,-16,romance,13420000,13.42,41850000,41.85,42.52,42520000,"84,370,000",84.37,50.40%,30,281.23%,44.73%,,,http://www.amazon.com/gp/product/B001XW0XPG/?tag=titb-20,1
The Longshots,2008,based on a true story,39,52,45.5,39,67,-28,53,-7.5,"biography, comedy",4000000,4.00,11540000,11.54,0.23,230000,"11,770,000",11.77,1.95%,30,39.23%,13.33%,,,http://www.amazon.com/gp/product/B004LZU89S/?tag=titb-20,1
88 Minutes,2008,original screenplay,5,17,11,51,51,0,51,-40,"mystery, thriller",7000000,7.00,17210000,17.21,15.38,15380000,"32,590,000",32.59,47.19%,30,108.63%,23.33%,,,http://www.amazon.com/gp/product/B001G6DXLK/?tag=titb-20,1
Forgetting Sarah Marshall,2008,original screenplay,85,67,76,75,75,0,75,1,"comedy, romance",17730000,17.73,63170000,63.17,42,42000000,"105,170,000",105.17,39.94%,30,350.57%,59.10%,,,http://www.amazon.com/gp/product/B001L2IFVM/?tag=titb-20,1
Igor,2008,original screenplay,36,40,38,42,59,-17,50.5,-12.5,"animation, comedy, family",7800000,7.80,19530000,19.53,11.22,11220000,"30,750,000",30.75,36.49%,30,102.50%,26.00%,,,http://www.amazon.com/gp/product/B001RMYGXM/?tag=titb-20,1
Meet the Spartans,2008,original screenplay,2,9,5.5,31,28,3,29.5,-24,"comedy, war",18510000,18.51,38230000,38.23,46.41,46410000,"84,640,000",84.64,54.83%,30,282.13%,61.70%,,,http://www.amazon.com/gp/product/B001C18ND2/?tag=titb-20,1
Pride & Glory,2008,original screenplay,34,45,39.5,54,71,-17,62.5,-23,"crime, thriller",6260000,6.26,15740000,15.74,15.41,15410000,"31,150,000",31.15,49.47%,30,103.83%,20.87%,,,http://www.amazon.com/gp/product/B001QV6KE2/?tag=titb-20,1
